epoch,train_loss,val_loss
1,0.6630115509033203,1.4446892738342285
2,0.12616471946239471,1.452412724494934
3,0.07881446927785873,1.4253032207489014
4,0.07598458975553513,1.4416998624801636
5,0.05111972615122795,1.440662145614624
6,0.0468430370092392,1.4355089664459229
7,0.04068407416343689,1.4121596813201904
8,0.02498212642967701,1.4407963752746582
9,0.0339629203081131,1.4256452322006226
10,0.025027886033058167,1.4261795282363892
